rank,title,doi,doi_url,publication_year,publication_date,journal_or_venue,cited_by_count,open_access,oa_status,oa_url,openalex_id,primary_topic,primary_subfield,work_type,retrieved_at_utc
891,A Kenward-Roger Approximation and Parametric Bootstrap Methods for Tests in Linear Mixed Models - The<i>R</i>Package<b>pbkrtest</b>,10.18637/jss.v059.i09,https://doi.org/10.18637/jss.v059.i09,2014,2014-01-01,Journal of Statistical Software,1321,Yes,diamond,https://doi.org/10.18637/jss.v059.i09,https://openalex.org/W1887050506,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
892,Consistency and Limiting Distribution of the Least Squares Estimator of a Threshold Autoregressive Model,10.1214/aos/1176349040,https://doi.org/10.1214/aos/1176349040,1993,1993-03-01,The Annals of Statistics,1320,Yes,bronze,https://projecteuclid.org/journals/annals-of-statistics/volume-21/issue-1/Consistency-and-Limiting-Distribution-of-the-Least-Squares-Estimator-of/10.1214/aos/1176349040.pdf,https://openalex.org/W2078432169,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
893,Smoothing Parameter and Model Selection for General Smooth Models,10.1080/01621459.2016.1180986,https://doi.org/10.1080/01621459.2016.1180986,2016,2016-05-27,Journal of the American Statistical Association,1320,Yes,hybrid,https://www.tandfonline.com/doi/pdf/10.1080/01621459.2016.1180986?needAccess=true,https://openalex.org/W2593643174,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
894,Smoothing Methods in Statistics,10.2307/1271147,https://doi.org/10.2307/1271147,1997,1997-08-01,Technometrics,1318,No,closed,,https://openalex.org/W2103041471,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
895,Applied Linear Statistical Models,10.2307/1271154,https://doi.org/10.2307/1271154,1997,1997-08-01,Technometrics,1315,No,closed,,https://openalex.org/W2321741636,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
896,Alternative Tests of Independence between Stochastic Regressors and Disturbances,10.2307/1914093,https://doi.org/10.2307/1914093,1973,1973-07-01,Econometrica,1314,No,closed,,https://openalex.org/W2086652341,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
897,THE COMPARISON OF PERCENTAGES IN MATCHED SAMPLES,10.1093/biomet/37.3-4.256,https://doi.org/10.1093/biomet/37.3-4.256,1950,1950-12-01,Biometrika,1313,No,closed,,https://openalex.org/W2157134953,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
898,Estimation of the Generalized Extreme-Value Distribution by the Method of Probability-Weighted Moments,10.1080/00401706.1985.10488049,https://doi.org/10.1080/00401706.1985.10488049,1985,1985-08-01,Technometrics,1312,No,closed,,https://openalex.org/W2005920009,Statistical Distribution Estimation and Applications,Statistics and Probability,article,2026-07-24T02:35:38+00:00
899,Do Not Cross Me: Optimizing the Use of Cross-Sectional Designs,10.1007/s10869-018-09613-8,https://doi.org/10.1007/s10869-018-09613-8,2019,2019-01-07,Journal of Business and Psychology,1312,No,closed,,https://openalex.org/W2910671622,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
900,Model Selection Through Sparse Maximum Likelihood Estimation for Multivariate Gaussian or Binary Data,10.1145/1390681.1390696,https://doi.org/10.1145/1390681.1390696,2008,2008-06-01,Journal of Machine Learning Research,1311,No,closed,,https://openalex.org/W2151128232,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
901,Youden Index and Optimal Cut‐Point Estimated from Observations Affected by a Lower Limit of Detection,10.1002/bimj.200710415,https://doi.org/10.1002/bimj.200710415,2008,2008-04-25,Biometrical Journal,1310,Yes,green,https://www.ncbi.nlm.nih.gov/pmc/articles/2515362,https://openalex.org/W2009637031,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
902,Integrals of set-valued functions,10.1016/0022-247x(65)90049-1,https://doi.org/10.1016/0022-247x(65)90049-1,1965,1965-08-01,Journal of Mathematical Analysis and Applications,1310,No,closed,,https://openalex.org/W2021244475,Fuzzy Systems and Optimization,Statistics and Probability,article,2026-07-24T02:35:38+00:00
903,Logistic Regression Diagnostics,10.1214/aos/1176345513,https://doi.org/10.1214/aos/1176345513,1981,1981-07-01,The Annals of Statistics,1304,Yes,bronze,https://projecteuclid.org/journals/annals-of-statistics/volume-9/issue-4/Logistic-Regression-Diagnostics/10.1214/aos/1176345513.pdf,https://openalex.org/W2020214980,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
904,Direct and Indirect Effects: Classical and Bootstrap Estimates of Variability,10.2307/271084,https://doi.org/10.2307/271084,1990,1990-01-01,Sociological Methodology,1303,No,closed,,https://openalex.org/W2335391067,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
905,Statistics Notes: The odds ratio,10.1136/bmj.320.7247.1468,https://doi.org/10.1136/bmj.320.7247.1468,2000,2000-05-27,BMJ,1300,Yes,green,https://www.ncbi.nlm.nih.gov/pmc/articles/1127651,https://openalex.org/W1974618278,Statistical Methods in Clinical Trials,Statistics and Probability,article,2026-07-24T02:35:38+00:00
906,Classification by pairwise coupling,10.1214/aos/1028144844,https://doi.org/10.1214/aos/1028144844,1998,1998-04-01,The Annals of Statistics,1299,Yes,bronze,https://projecteuclid.org/journals/annals-of-statistics/volume-26/issue-2/Classification-by-pairwise-coupling/10.1214/aos/1028144844.pdf,https://openalex.org/W2019575783,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
907,"Meta-Analysis for Linear and Nonlinear Dose-Response Relations: Examples, an Evaluation of Approximations, and Software",10.1093/aje/kwr265,https://doi.org/10.1093/aje/kwr265,2011,2011-12-01,American Journal of Epidemiology,1299,Yes,bronze,https://academic.oup.com/aje/article-pdf/175/1/66/17339324/kwr265.pdf,https://openalex.org/W2139845079,Statistical Methods in Clinical Trials,Statistics and Probability,article,2026-07-24T02:35:38+00:00
908,Statistical Applications of the Multivariate Skew Normal Distribution,10.1111/1467-9868.00194,https://doi.org/10.1111/1467-9868.00194,1999,1999-09-01,Journal of the Royal Statistical Society Series B (Statistical Methodology),1298,Yes,bronze,https://academic.oup.com/jrsssb/article-pdf/61/3/579/49589615/jrsssb_61_3_579.pdf,https://openalex.org/W2120860882,Statistical Distribution Estimation and Applications,Statistics and Probability,article,2026-07-24T02:35:38+00:00
909,Logistic Regression: A Brief Primer,10.1111/j.1553-2712.2011.01185.x,https://doi.org/10.1111/j.1553-2712.2011.01185.x,2011,2011-10-01,Academic Emergency Medicine,1297,No,closed,,https://openalex.org/W1723129825,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
910,On Chi-Squared Tests for Multiway Contingency Tables with Cell Proportions Estimated from Survey Data,10.1214/aos/1176346391,https://doi.org/10.1214/aos/1176346391,1984,1984-03-01,The Annals of Statistics,1297,Yes,bronze,https://projecteuclid.org/journals/annals-of-statistics/volume-12/issue-1/On-Chi-Squared-Tests-for-Multiway-Contingency-Tables-with-Cell/10.1214/aos/1176346391.pdf,https://openalex.org/W2063909986,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
911,Robust anisotropic diffusion,10.1109/83.661192,https://doi.org/10.1109/83.661192,1998,1998-03-01,IEEE Transactions on Image Processing,1296,No,closed,,https://openalex.org/W2001002651,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
912,MVN: An R Package for Assessing Multivariate Normality,10.32614/rj-2014-031,https://doi.org/10.32614/rj-2014-031,2014,2014-01-01,The R Journal,1294,Yes,hybrid,https://journal.r-project.org/archive/2014/RJ-2014-031/RJ-2014-031.pdf,https://openalex.org/W2181845779,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
913,Using Multivariate Statistics,10.4324/9781315690667-13,https://doi.org/10.4324/9781315690667-13,2015,2015-11-19,,1293,No,closed,,https://openalex.org/W2999474013,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
914,Do not log‐transform count data,10.1111/j.2041-210x.2010.00021.x,https://doi.org/10.1111/j.2041-210x.2010.00021.x,2010,2010-03-24,Methods in Ecology and Evolution,1292,No,closed,,https://openalex.org/W1644145788,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
915,Least absolute deviations estimation for the censored regression model,10.1016/0304-4076(84)90004-6,https://doi.org/10.1016/0304-4076(84)90004-6,1984,1984-07-01,Journal of Econometrics,1291,No,closed,,https://openalex.org/W2139255721,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
916,Generalized additive models for medical research,10.1177/096228029500400302,https://doi.org/10.1177/096228029500400302,1995,1995-09-01,Statistical Methods in Medical Research,1290,No,closed,,https://openalex.org/W2157355630,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
917,Econometric Computing with HC and HAC Covariance Matrix Estimators,10.18637/jss.v011.i10,https://doi.org/10.18637/jss.v011.i10,2004,2004-01-01,Journal of Statistical Software,1289,Yes,diamond,https://doi.org/10.18637/jss.v011.i10,https://openalex.org/W2136362180,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
918,A new method for adding a parameter to a family of distributions with application to the exponential and Weibull families,10.1093/biomet/84.3.641,https://doi.org/10.1093/biomet/84.3.641,1997,1997-09-01,Biometrika,1288,No,closed,,https://openalex.org/W2168504156,Statistical Distribution Estimation and Applications,Statistics and Probability,article,2026-07-24T02:35:38+00:00
919,Multicollinearity in Regression Analyses Conducted in Epidemiologic Studies,10.4172/2161-1165.1000227,https://doi.org/10.4172/2161-1165.1000227,2016,2016-01-01,Epidemiology Open Access,1288,Yes,hybrid,https://www.omicsonline.org/open-access/multicollinearity-in-regression-analyses-conducted-in-epidemiologic-studies-2161-1165-1000227.pdf,https://openalex.org/W2371547131,Statistical Methods in Epidemiology,Statistics and Probability,article,2026-07-24T02:35:38+00:00
920,Very fast simulated re-annealing,10.1016/0895-7177(89)90202-1,https://doi.org/10.1016/0895-7177(89)90202-1,1989,1989-01-01,Mathematical and Computer Modelling,1287,No,closed,,https://openalex.org/W2030605379,Markov Chains and Monte Carlo Methods,Statistics and Probability,article,2026-07-24T02:35:38+00:00
921,Generalized linear mixed models a pseudo-likelihood approach,10.1080/00949659308811554,https://doi.org/10.1080/00949659308811554,1993,1993-12-01,Journal of Statistical Computation and Simulation,1284,No,closed,,https://openalex.org/W2142045810,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
922,Likelihood of a model and information criteria,10.1016/0304-4076(81)90071-3,https://doi.org/10.1016/0304-4076(81)90071-3,1981,1981-05-01,Journal of Econometrics,1283,No,closed,,https://openalex.org/W2158777221,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
923,A Cognitive Analysis of Problems of Comprehension in a Learning of Mathematics,10.1007/s10649-006-0400-z,https://doi.org/10.1007/s10649-006-0400-z,2006,2006-02-01,Educational Studies in Mathematics,1282,No,closed,,https://openalex.org/W2014947032,Cognitive and developmental aspects of mathematical skills,Statistics and Probability,article,2026-07-24T02:35:38+00:00
924,Multivariate Data Analysis with Readings,10.2307/3150726,https://doi.org/10.2307/3150726,1979,1979-08-01,Journal of Marketing Research,1281,No,closed,,https://openalex.org/W2027566468,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
925,Conducting Interrupted Time-series Analysis for Single- and Multiple-group Comparisons,10.1177/1536867x1501500208,https://doi.org/10.1177/1536867x1501500208,2015,2015-06-01,The Stata Journal Promoting communications on statistics and Stata,1280,Yes,bronze,https://journals.sagepub.com/doi/pdf/10.1177/1536867X1501500208,https://openalex.org/W2255146410,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
926,Using simulation studies to evaluate statistical methods,10.1002/sim.8086,https://doi.org/10.1002/sim.8086,2019,2019-01-16,Statistics in Medicine,1280,Yes,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/sim.8086,https://openalex.org/W2775363893,Statistical Methods in Clinical Trials,Statistics and Probability,article,2026-07-24T02:35:38+00:00
927,A review of uses of health care utilization databases for epidemiologic research on therapeutics,10.1016/j.jclinepi.2004.10.012,https://doi.org/10.1016/j.jclinepi.2004.10.012,2005,2005-04-01,Journal of Clinical Epidemiology,1279,No,closed,,https://openalex.org/W2053237747,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
928,Applied Linear Regression Models,10.2307/1269127,https://doi.org/10.2307/1269127,1990,1990-08-01,Technometrics,1278,No,closed,,https://openalex.org/W4301224743,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
929,"Executive functions and achievements in school: Shifting, updating, inhibition, and working memory",10.1080/17470210500162854,https://doi.org/10.1080/17470210500162854,2005,2005-09-20,Quarterly Journal of Experimental Psychology,1275,No,closed,,https://openalex.org/W2103810998,Cognitive and developmental aspects of mathematical skills,Statistics and Probability,article,2026-07-24T02:35:38+00:00
930,Encyclopedia of Statistical Sciences.,10.2307/2347959,https://doi.org/10.2307/2347959,1983,1983-01-01,Journal of the Royal Statistical Society Series C (Applied Statistics),1273,No,closed,,https://openalex.org/W4246845213,Statistical Methods and Applications,Statistics and Probability,article,2026-07-24T02:35:38+00:00
931,Fully conditional specification in multivariate imputation,10.1080/10629360600810434,https://doi.org/10.1080/10629360600810434,2006,2006-11-20,Journal of Statistical Computation and Simulation,1271,Yes,green,https://repositorio.udes.edu.co/handle/001/7916,https://openalex.org/W2102252264,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
